logbookId,projectId,logType,logStatus,severity,ownerName,createdDate,resolvedDate,summaryText,sourceSystem
LB-00412,PJ-300-03-05,Decision,Mitigated,Medium,L. Brown,2026-06-01,2026-06-05,Change request approved by steering group,SyntheticPlanview
LB-00413,PJ-100-01-05,Dependency,In Review,Low,S. Jones,2026-01-04,,Change request approved by steering group,SyntheticPlanview
LB-00414,PJ-100-01-04,Dependency,Blocked,High,K. Davis,2026-04-03,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00415,PJ-300-02-05,Risk,Blocked,Low,R. Patel,2026-03-10,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00416,PJ-100-03-04,Risk,Open,Medium,L. Brown,2026-05-13,,Security review pending for integration approach,SyntheticPlanview
LB-00417,PJ-100-03-03,Issue,Blocked,Medium,L. Brown,2026-02-19,,Change request approved by steering group,SyntheticPlanview
LB-00418,PJ-300-02-01,Assumption,Open,High,K. Davis,2026-04-17,,Security review pending for integration approach,SyntheticPlanview
LB-00419,PJ-300-03-05,Issue,Closed,Medium,L. Brown,2026-06-20,2026-06-27,Security review pending for integration approach,SyntheticPlanview
LB-00420,PJ-300-01-03,Assumption,In Review,Critical,R. Patel,2026-03-28,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00421,PJ-300-02-01,Dependency,Mitigated,High,L. Brown,2026-03-25,2026-04-21,Data mapping requires architecture decision,SyntheticPlanview
LB-00422,PJ-300-02-02,Dependency,In Review,High,R. Patel,2026-05-20,,Security review pending for integration approach,SyntheticPlanview
LB-00423,PJ-200-03-04,Risk,Open,High,L. Brown,2026-04-12,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00424,PJ-300-01-04,Decision,Mitigated,Medium,M. Chen,2026-02-04,2026-02-05,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00425,PJ-100-01-02,Assumption,Mitigated,Medium,A. Smith,2026-07-17,2026-08-22,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00426,PJ-200-03-05,Issue,In Review,High,R. Patel,2026-04-02,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00427,PJ-200-01-01,Risk,Mitigated,Critical,L. Brown,2026-03-01,2026-03-21,Data mapping requires architecture decision,SyntheticPlanview
LB-00428,PJ-100-01-05,Issue,Mitigated,Critical,K. Davis,2026-07-05,2026-08-05,Change request approved by steering group,SyntheticPlanview
LB-00429,PJ-300-02-02,Assumption,Open,High,A. Smith,2026-07-29,,Change request approved by steering group,SyntheticPlanview
LB-00430,PJ-300-02-02,Risk,Open,High,R. Patel,2026-04-08,,Security review pending for integration approach,SyntheticPlanview
LB-00431,PJ-200-03-02,Issue,Open,Low,K. Davis,2026-08-27,,Change request approved by steering group,SyntheticPlanview
LB-00432,PJ-200-02-05,Risk,Mitigated,High,L. Brown,2026-01-14,2026-02-17,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00433,PJ-100-02-05,Issue,Blocked,Medium,A. Smith,2026-03-25,,Change request approved by steering group,SyntheticPlanview
LB-00434,PJ-200-03-01,Assumption,Blocked,Low,M. Chen,2026-04-25,,Security review pending for integration approach,SyntheticPlanview
LB-00435,PJ-200-01-04,Issue,Closed,High,A. Smith,2026-07-21,2026-07-31,Security review pending for integration approach,SyntheticPlanview
LB-00436,PJ-300-02-02,Assumption,Open,Critical,R. Patel,2026-07-10,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00437,PJ-200-03-01,Issue,Closed,Medium,S. Jones,2026-05-09,2026-06-23,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00438,PJ-100-03-03,Assumption,Closed,Medium,L. Brown,2026-05-05,2026-06-16,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00439,PJ-300-01-04,Risk,In Review,High,S. Jones,2026-03-05,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00440,PJ-300-03-04,Risk,Blocked,Low,K. Davis,2026-08-25,,Security review pending for integration approach,SyntheticPlanview
LB-00441,PJ-200-03-03,Decision,Mitigated,High,L. Brown,2026-04-04,2026-04-17,Change request approved by steering group,SyntheticPlanview
LB-00442,PJ-100-01-02,Decision,Mitigated,Critical,L. Brown,2026-07-17,2026-07-28,Data mapping requires architecture decision,SyntheticPlanview
LB-00443,PJ-200-03-04,Issue,In Review,High,M. Chen,2026-01-12,,Change request approved by steering group,SyntheticPlanview
LB-00444,PJ-100-02-01,Issue,Open,Medium,R. Patel,2026-01-29,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00445,PJ-200-02-02,Decision,Open,Critical,S. Jones,2026-06-27,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00446,PJ-200-02-02,Issue,Blocked,Medium,L. Brown,2026-02-23,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00447,PJ-200-01-02,Issue,Closed,Low,S. Jones,2026-05-21,2026-06-30,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00448,PJ-300-03-03,Decision,Open,Medium,A. Smith,2026-05-15,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00449,PJ-100-03-03,Decision,Blocked,Low,S. Jones,2026-07-22,,Change request approved by steering group,SyntheticPlanview
LB-00450,PJ-100-01-01,Decision,Closed,High,A. Smith,2026-01-18,2026-03-02,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00451,PJ-200-01-04,Dependency,Closed,Low,R. Patel,2026-08-11,2026-08-26,Security review pending for integration approach,SyntheticPlanview
LB-00452,PJ-300-02-04,Issue,Open,Medium,L. Brown,2026-05-17,,Security review pending for integration approach,SyntheticPlanview
LB-00453,PJ-300-02-01,Risk,Open,Medium,L. Brown,2026-08-26,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00454,PJ-200-02-02,Risk,Closed,High,K. Davis,2026-05-06,2026-05-17,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00455,PJ-200-02-03,Assumption,Mitigated,High,A. Smith,2026-06-10,2026-06-26,Change request approved by steering group,SyntheticPlanview
LB-00456,PJ-200-01-02,Assumption,Closed,High,M. Chen,2026-08-13,2026-08-15,Data mapping requires architecture decision,SyntheticPlanview
LB-00457,PJ-200-02-02,Issue,Closed,Low,K. Davis,2026-08-18,2026-09-30,Security review pending for integration approach,SyntheticPlanview
LB-00458,PJ-300-01-04,Issue,Blocked,Critical,M. Chen,2026-06-23,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00459,PJ-100-02-05,Decision,Mitigated,Critical,L. Brown,2026-04-20,2026-05-29,Data mapping requires architecture decision,SyntheticPlanview
LB-00460,PJ-100-03-04,Assumption,In Review,Medium,M. Chen,2026-06-17,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00461,PJ-300-03-05,Issue,Blocked,Critical,M. Chen,2026-06-30,,Change request approved by steering group,SyntheticPlanview
LB-00462,PJ-300-02-02,Decision,In Review,Low,L. Brown,2026-08-23,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00463,PJ-100-02-03,Risk,Mitigated,High,S. Jones,2026-02-17,2026-02-27,Security review pending for integration approach,SyntheticPlanview
LB-00464,PJ-200-01-05,Issue,Mitigated,Low,M. Chen,2026-04-24,2026-05-04,Data mapping requires architecture decision,SyntheticPlanview
LB-00465,PJ-100-01-02,Assumption,Blocked,High,L. Brown,2026-07-15,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00466,PJ-300-02-05,Issue,Blocked,Medium,K. Davis,2026-03-01,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00467,PJ-200-02-03,Assumption,Closed,Critical,K. Davis,2026-01-21,2026-01-30,Change request approved by steering group,SyntheticPlanview
LB-00468,PJ-200-02-04,Dependency,Closed,Medium,M. Chen,2026-02-17,2026-03-21,Data mapping requires architecture decision,SyntheticPlanview
LB-00469,PJ-100-03-05,Decision,Closed,Critical,M. Chen,2026-01-09,2026-01-10,Change request approved by steering group,SyntheticPlanview
LB-00470,PJ-300-03-03,Risk,In Review,Medium,S. Jones,2026-02-21,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00471,PJ-300-01-02,Issue,Mitigated,Critical,S. Jones,2026-06-26,2026-07-26,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00472,PJ-300-02-04,Dependency,Closed,Low,L. Brown,2026-07-08,2026-07-29,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00473,PJ-200-03-04,Issue,Open,Critical,K. Davis,2026-04-27,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00474,PJ-300-02-01,Risk,Blocked,Medium,R. Patel,2026-04-10,,Security review pending for integration approach,SyntheticPlanview
LB-00475,PJ-200-03-01,Dependency,Mitigated,Medium,S. Jones,2026-08-15,2026-09-03,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00476,PJ-300-02-05,Assumption,Open,Medium,S. Jones,2026-08-24,,Change request approved by steering group,SyntheticPlanview
LB-00477,PJ-200-03-04,Risk,Blocked,Medium,L. Brown,2026-01-24,,Change request approved by steering group,SyntheticPlanview
LB-00478,PJ-300-01-05,Decision,Closed,Critical,A. Smith,2026-02-04,2026-03-03,Data mapping requires architecture decision,SyntheticPlanview
LB-00479,PJ-200-03-05,Dependency,In Review,Low,R. Patel,2026-06-01,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00480,PJ-300-03-05,Risk,In Review,Low,A. Smith,2026-06-16,,Change request approved by steering group,SyntheticPlanview
LB-00481,PJ-200-03-04,Assumption,Mitigated,Critical,K. Davis,2026-06-12,2026-06-18,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00482,PJ-300-02-05,Dependency,Closed,Low,M. Chen,2026-02-10,2026-03-18,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00483,PJ-300-02-02,Issue,In Review,Medium,M. Chen,2026-08-12,,Change request approved by steering group,SyntheticPlanview
LB-00484,PJ-100-01-04,Dependency,Mitigated,High,K. Davis,2026-04-18,2026-05-08,Data mapping requires architecture decision,SyntheticPlanview
LB-00485,PJ-100-02-03,Issue,In Review,Low,L. Brown,2026-08-19,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00486,PJ-100-01-01,Assumption,Closed,Low,L. Brown,2026-04-28,2026-05-30,Security review pending for integration approach,SyntheticPlanview
LB-00487,PJ-200-01-01,Dependency,Blocked,Critical,S. Jones,2026-02-25,,Security review pending for integration approach,SyntheticPlanview
LB-00488,PJ-100-02-01,Risk,Blocked,Medium,L. Brown,2026-06-03,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00489,PJ-300-02-05,Issue,Blocked,Low,M. Chen,2026-06-10,,Data mapping requires architecture decision,SyntheticPlanview
LB-00490,PJ-100-01-04,Issue,Mitigated,Low,K. Davis,2026-06-17,2026-06-20,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00491,PJ-300-02-04,Risk,Mitigated,Low,S. Jones,2026-03-18,2026-03-24,Data mapping requires architecture decision,SyntheticPlanview
LB-00492,PJ-100-03-01,Assumption,Mitigated,Medium,S. Jones,2026-06-22,2026-08-01,Change request approved by steering group,SyntheticPlanview
LB-00493,PJ-300-02-03,Risk,Open,High,R. Patel,2026-04-03,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00494,PJ-200-02-05,Dependency,Open,Low,R. Patel,2026-07-29,,Security review pending for integration approach,SyntheticPlanview
LB-00495,PJ-100-02-04,Assumption,Mitigated,Critical,L. Brown,2026-02-01,2026-02-23,Data mapping requires architecture decision,SyntheticPlanview
LB-00496,PJ-300-03-05,Risk,Blocked,Low,L. Brown,2026-02-23,,Change request approved by steering group,SyntheticPlanview
LB-00497,PJ-300-03-01,Dependency,Open,High,S. Jones,2026-05-16,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00498,PJ-200-02-01,Assumption,Blocked,High,M. Chen,2026-03-08,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00499,PJ-300-02-02,Dependency,Blocked,Critical,M. Chen,2026-05-08,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00500,PJ-100-03-05,Risk,Mitigated,Low,A. Smith,2026-07-01,2026-07-14,Security review pending for integration approach,SyntheticPlanview
LB-00501,PJ-300-03-01,Issue,Open,Critical,S. Jones,2026-07-23,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00502,PJ-200-02-02,Issue,Blocked,Low,K. Davis,2026-03-31,,Data mapping requires architecture decision,SyntheticPlanview
LB-00503,PJ-300-03-05,Decision,Mitigated,High,L. Brown,2026-03-14,2026-03-19,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00504,PJ-200-02-01,Risk,Open,High,R. Patel,2026-07-16,,Security review pending for integration approach,SyntheticPlanview
LB-00505,PJ-300-02-02,Issue,Open,Medium,R. Patel,2026-06-07,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00506,PJ-300-03-04,Issue,Closed,Critical,M. Chen,2026-05-03,2026-05-06,Change request approved by steering group,SyntheticPlanview
LB-00507,PJ-200-03-05,Decision,Blocked,Critical,S. Jones,2026-08-17,,Change request approved by steering group,SyntheticPlanview
LB-00508,PJ-100-01-04,Decision,Blocked,High,L. Brown,2026-08-02,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00509,PJ-100-01-02,Decision,Blocked,High,A. Smith,2026-02-23,,Data mapping requires architecture decision,SyntheticPlanview
LB-00510,PJ-200-01-03,Decision,Open,Critical,K. Davis,2026-08-04,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00511,PJ-100-03-01,Dependency,Blocked,Medium,L. Brown,2026-05-27,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00512,PJ-200-01-05,Decision,Mitigated,Critical,A. Smith,2026-06-30,2026-07-03,Security review pending for integration approach,SyntheticPlanview
LB-00513,PJ-200-01-01,Issue,Closed,High,M. Chen,2026-04-06,2026-04-26,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00514,PJ-200-02-04,Issue,Open,Low,S. Jones,2026-07-20,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00515,PJ-100-01-02,Issue,Closed,Medium,R. Patel,2026-07-24,2026-08-26,Security review pending for integration approach,SyntheticPlanview
LB-00516,PJ-300-01-04,Risk,Mitigated,Medium,M. Chen,2026-03-21,2026-03-31,Change request approved by steering group,SyntheticPlanview
LB-00517,PJ-100-01-03,Risk,Closed,Low,R. Patel,2026-04-28,2026-06-01,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00518,PJ-300-03-04,Risk,Blocked,High,S. Jones,2026-08-06,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00519,PJ-100-02-02,Assumption,Mitigated,High,K. Davis,2026-05-14,2026-05-16,Data mapping requires architecture decision,SyntheticPlanview
LB-00520,PJ-200-02-01,Decision,In Review,High,L. Brown,2026-02-21,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00521,PJ-200-03-04,Decision,Open,Medium,M. Chen,2026-06-21,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00522,PJ-100-02-03,Assumption,Blocked,Low,M. Chen,2026-01-04,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00523,PJ-200-02-03,Issue,Mitigated,High,L. Brown,2026-05-21,2026-06-08,Data mapping requires architecture decision,SyntheticPlanview
LB-00524,PJ-100-03-01,Decision,Mitigated,Critical,A. Smith,2026-01-19,2026-02-28,Data mapping requires architecture decision,SyntheticPlanview
LB-00525,PJ-100-01-02,Risk,Open,Critical,A. Smith,2026-05-01,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00526,PJ-200-03-03,Assumption,In Review,Critical,L. Brown,2026-04-11,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00527,PJ-200-01-05,Assumption,In Review,Low,S. Jones,2026-03-27,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00528,PJ-100-02-04,Dependency,Closed,High,K. Davis,2026-01-24,2026-01-31,Change request approved by steering group,SyntheticPlanview
LB-00529,PJ-200-03-05,Issue,In Review,Medium,L. Brown,2026-05-01,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00530,PJ-200-02-04,Decision,In Review,High,S. Jones,2026-04-11,,Security review pending for integration approach,SyntheticPlanview
LB-00531,PJ-100-01-02,Decision,Closed,Critical,S. Jones,2026-01-17,2026-01-25,Data mapping requires architecture decision,SyntheticPlanview
LB-00532,PJ-200-01-04,Assumption,Mitigated,Medium,L. Brown,2026-07-16,2026-08-24,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00533,PJ-200-03-01,Decision,Open,Low,R. Patel,2026-07-29,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00534,PJ-200-03-05,Dependency,Blocked,Medium,L. Brown,2026-04-13,,Data mapping requires architecture decision,SyntheticPlanview
LB-00535,PJ-300-02-01,Risk,Closed,High,M. Chen,2026-02-10,2026-03-07,Change request approved by steering group,SyntheticPlanview
LB-00536,PJ-300-02-03,Decision,Closed,Medium,M. Chen,2026-04-21,2026-05-28,Change request approved by steering group,SyntheticPlanview
LB-00537,PJ-300-03-03,Dependency,Blocked,Low,L. Brown,2026-01-20,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00538,PJ-200-03-05,Risk,Blocked,Critical,M. Chen,2026-03-25,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00539,PJ-200-03-01,Risk,Blocked,Critical,R. Patel,2026-01-18,,Security review pending for integration approach,SyntheticPlanview
LB-00540,PJ-300-03-02,Risk,Open,Medium,M. Chen,2026-06-19,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00541,PJ-300-03-01,Issue,Open,Medium,S. Jones,2026-07-27,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00542,PJ-200-01-04,Assumption,Blocked,Critical,M. Chen,2026-04-10,,Data mapping requires architecture decision,SyntheticPlanview
LB-00543,PJ-300-03-04,Assumption,Mitigated,High,S. Jones,2026-08-13,2026-09-02,Change request approved by steering group,SyntheticPlanview
LB-00544,PJ-200-02-03,Risk,Blocked,Critical,M. Chen,2026-01-23,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00545,PJ-100-01-04,Risk,Blocked,Low,K. Davis,2026-04-05,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00546,PJ-200-02-03,Issue,Mitigated,Critical,K. Davis,2026-01-29,2026-01-31,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00547,PJ-200-03-01,Dependency,Mitigated,Critical,S. Jones,2026-06-10,2026-07-05,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00548,PJ-100-03-04,Dependency,In Review,Medium,M. Chen,2026-06-19,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00549,PJ-200-02-05,Issue,Mitigated,High,K. Davis,2026-08-04,2026-08-31,Data mapping requires architecture decision,SyntheticPlanview
LB-00550,PJ-100-02-04,Risk,Open,Medium,K. Davis,2026-01-03,,Security review pending for integration approach,SyntheticPlanview
LB-00551,PJ-300-03-03,Risk,In Review,Medium,K. Davis,2026-04-22,,Security review pending for integration approach,SyntheticPlanview
LB-00552,PJ-200-03-05,Dependency,Blocked,Medium,S. Jones,2026-08-17,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00553,PJ-200-03-03,Decision,Closed,Medium,M. Chen,2026-05-22,2026-06-16,Security review pending for integration approach,SyntheticPlanview
LB-00554,PJ-300-02-04,Dependency,Blocked,Medium,K. Davis,2026-01-02,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00555,PJ-200-01-03,Assumption,Blocked,High,A. Smith,2026-04-16,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00556,PJ-300-02-02,Assumption,Mitigated,Critical,K. Davis,2026-05-04,2026-05-12,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00557,PJ-100-02-05,Decision,Blocked,Critical,L. Brown,2026-07-06,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00558,PJ-300-01-04,Risk,Blocked,Medium,S. Jones,2026-08-16,,Change request approved by steering group,SyntheticPlanview
LB-00559,PJ-300-03-03,Assumption,Open,High,L. Brown,2026-06-21,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00560,PJ-200-02-02,Dependency,Open,Critical,L. Brown,2026-05-17,,Security review pending for integration approach,SyntheticPlanview
LB-00561,PJ-300-02-02,Decision,Mitigated,High,R. Patel,2026-07-07,2026-08-03,Data mapping requires architecture decision,SyntheticPlanview
LB-00562,PJ-100-01-03,Decision,Blocked,High,A. Smith,2026-06-27,,Change request approved by steering group,SyntheticPlanview
LB-00563,PJ-300-01-01,Assumption,In Review,Low,K. Davis,2026-05-29,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00564,PJ-300-02-05,Risk,Mitigated,Medium,L. Brown,2026-01-07,2026-02-08,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00565,PJ-200-01-03,Assumption,In Review,High,R. Patel,2026-03-06,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00566,PJ-100-01-01,Assumption,Open,Medium,L. Brown,2026-07-09,,Change request approved by steering group,SyntheticPlanview
LB-00567,PJ-100-02-05,Issue,Closed,High,K. Davis,2026-06-18,2026-07-12,Data mapping requires architecture decision,SyntheticPlanview
LB-00568,PJ-300-01-02,Risk,Blocked,High,A. Smith,2026-02-16,,Data mapping requires architecture decision,SyntheticPlanview
LB-00569,PJ-300-02-04,Dependency,In Review,Critical,S. Jones,2026-08-28,,Data mapping requires architecture decision,SyntheticPlanview
LB-00570,PJ-300-03-03,Issue,In Review,High,A. Smith,2026-04-23,,Change request approved by steering group,SyntheticPlanview
LB-00571,PJ-200-01-02,Risk,Open,Medium,S. Jones,2026-07-13,,Security review pending for integration approach,SyntheticPlanview
LB-00572,PJ-300-01-01,Issue,Closed,Critical,K. Davis,2026-03-19,2026-04-23,Change request approved by steering group,SyntheticPlanview
LB-00573,PJ-200-02-05,Assumption,Mitigated,Critical,A. Smith,2026-05-02,2026-05-12,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00574,PJ-200-03-04,Risk,Mitigated,Low,L. Brown,2026-04-08,2026-05-12,Change request approved by steering group,SyntheticPlanview
LB-00575,PJ-200-02-03,Decision,Closed,High,R. Patel,2026-08-05,2026-09-14,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00576,PJ-100-02-02,Dependency,Blocked,Critical,K. Davis,2026-03-07,,Change request approved by steering group,SyntheticPlanview
LB-00577,PJ-200-01-01,Issue,Blocked,High,K. Davis,2026-07-07,,Change request approved by steering group,SyntheticPlanview
LB-00578,PJ-100-03-02,Risk,Blocked,Low,A. Smith,2026-03-22,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00579,PJ-200-03-02,Risk,Blocked,Critical,R. Patel,2026-01-26,,Data mapping requires architecture decision,SyntheticPlanview
LB-00580,PJ-200-01-04,Risk,In Review,Low,L. Brown,2026-03-06,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00581,PJ-100-01-04,Issue,Blocked,Low,K. Davis,2026-08-29,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00582,PJ-100-02-01,Issue,Blocked,Critical,K. Davis,2026-08-08,,Change request approved by steering group,SyntheticPlanview
LB-00583,PJ-300-02-02,Risk,In Review,Medium,R. Patel,2026-07-25,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00584,PJ-200-03-05,Dependency,Open,High,S. Jones,2026-06-19,,Change request approved by steering group,SyntheticPlanview
LB-00585,PJ-300-03-03,Issue,Mitigated,Low,R. Patel,2026-07-17,2026-08-03,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00586,PJ-200-02-05,Decision,Mitigated,High,M. Chen,2026-04-10,2026-04-14,Security review pending for integration approach,SyntheticPlanview
LB-00587,PJ-100-01-05,Assumption,In Review,Critical,M. Chen,2026-05-06,,Change request approved by steering group,SyntheticPlanview
LB-00588,PJ-300-01-02,Assumption,In Review,Critical,M. Chen,2026-01-28,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00589,PJ-300-03-02,Risk,Closed,Low,A. Smith,2026-01-28,2026-02-14,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00590,PJ-300-02-02,Risk,Mitigated,Critical,M. Chen,2026-07-06,2026-08-04,Change request approved by steering group,SyntheticPlanview
LB-00591,PJ-300-03-01,Dependency,Open,High,M. Chen,2026-01-01,,Change request approved by steering group,SyntheticPlanview
LB-00592,PJ-200-02-02,Risk,Closed,Critical,S. Jones,2026-08-20,2026-09-26,Security review pending for integration approach,SyntheticPlanview
LB-00593,PJ-200-03-01,Assumption,Open,Medium,A. Smith,2026-08-05,,Security review pending for integration approach,SyntheticPlanview
LB-00594,PJ-300-03-05,Assumption,Closed,High,R. Patel,2026-07-29,2026-08-06,Change request approved by steering group,SyntheticPlanview
LB-00595,PJ-200-01-05,Risk,Open,High,L. Brown,2026-04-13,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00596,PJ-100-02-01,Issue,Closed,Medium,L. Brown,2026-08-04,2026-08-23,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00597,PJ-200-02-05,Decision,In Review,Critical,A. Smith,2026-06-19,,Change request approved by steering group,SyntheticPlanview
LB-00598,PJ-300-03-05,Dependency,Closed,Medium,M. Chen,2026-04-02,2026-04-08,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00599,PJ-100-03-03,Issue,Blocked,Critical,S. Jones,2026-01-07,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00600,PJ-300-01-05,Assumption,Mitigated,Critical,A. Smith,2026-06-14,2026-07-16,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00601,PJ-200-02-02,Dependency,Mitigated,Low,M. Chen,2026-01-15,2026-01-18,Change request approved by steering group,SyntheticPlanview
LB-00602,PJ-300-03-03,Assumption,Closed,Medium,K. Davis,2026-05-14,2026-06-27,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00603,PJ-100-03-05,Risk,Open,Medium,S. Jones,2026-08-25,,Change request approved by steering group,SyntheticPlanview
LB-00604,PJ-100-01-02,Risk,Blocked,Medium,K. Davis,2026-05-01,,Change request approved by steering group,SyntheticPlanview
LB-00605,PJ-100-02-04,Risk,In Review,High,A. Smith,2026-01-04,,Security review pending for integration approach,SyntheticPlanview
LB-00606,PJ-300-02-05,Risk,Blocked,Low,A. Smith,2026-02-13,,Security review pending for integration approach,SyntheticPlanview
LB-00607,PJ-300-02-04,Issue,Blocked,Low,M. Chen,2026-07-24,,Security review pending for integration approach,SyntheticPlanview
LB-00608,PJ-200-02-02,Risk,Closed,Medium,R. Patel,2026-07-27,2026-08-17,Data mapping requires architecture decision,SyntheticPlanview
LB-00609,PJ-100-01-03,Decision,In Review,Low,A. Smith,2026-06-01,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00610,PJ-100-02-05,Decision,Closed,Medium,S. Jones,2026-07-13,2026-07-24,Data mapping requires architecture decision,SyntheticPlanview
LB-00611,PJ-300-02-03,Risk,In Review,Critical,M. Chen,2026-01-11,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00612,PJ-300-01-02,Risk,Open,Medium,A. Smith,2026-01-21,,Change request approved by steering group,SyntheticPlanview
LB-00613,PJ-300-03-02,Dependency,Mitigated,Medium,M. Chen,2026-06-01,2026-06-28,Data mapping requires architecture decision,SyntheticPlanview
LB-00614,PJ-300-03-01,Dependency,Blocked,Critical,M. Chen,2026-03-11,,Data mapping requires architecture decision,SyntheticPlanview
LB-00615,PJ-300-02-05,Assumption,Open,Medium,K. Davis,2026-06-27,,Security review pending for integration approach,SyntheticPlanview
LB-00616,PJ-300-02-05,Dependency,Mitigated,Low,L. Brown,2026-01-23,2026-02-15,Data mapping requires architecture decision,SyntheticPlanview
LB-00617,PJ-100-03-03,Risk,Blocked,High,L. Brown,2026-01-31,,Implementation team blocked by missing requirement,SyntheticPlanview
